text,label,category,severity,sentiment
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
I submitted a support ticket 7 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Low,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Customer Service,Low,Positive
Your agent promised to call me back within 24 hours. It has been 18 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
I submitted a support ticket 18 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Low,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Medium,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Low,Negative
I was charged twice for the same order. I can see two transactions of $95.28 on my credit card statement dated 27/2/2024.,__label__1,Payment Issue,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Delivery Issue,Low,Positive
The delivery was 16 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,High,Negative
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Delivery Issue,Low,Positive
My phone case stopped working after just 5 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Medium,Negative
The refund amount I received is incorrect — I was refunded $139.60 but I paid $125.36. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
I have been waiting 8 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Low,Negative
I received a defective unit. The phone case has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
My card was charged $69.52 but the order total was $73.39. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
I was charged for a subscription I cancelled 7 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
Order 372735 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,High,Negative
After 19 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Low,Negative
I was charged for a subscription I cancelled 8 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,High,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Payment Issue,Low,Positive
I have contacted your support team 2 times over the past 4 days and have not received a single useful response.,__label__1,Customer Service,Low,Negative
The product arrived completely broken. The smartwatch was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
I have contacted your support team 3 times over the past 9 days and have not received a single useful response.,__label__1,Customer Service,Medium,Negative
I was promised a full refund within 5-7 business days but it has been 6 days and nothing has appeared in my account.,__label__1,Refund Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,High,Negative
The refund amount I received is incorrect — I was refunded $125.58 but I paid $176.04. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Low,Negative
The product arrived completely broken. The backpack was cracked and unusable right out of the box.,__label__1,Product Quality,High,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,High,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
Order 831782 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Low,Negative
My card was charged $11.89 but the order total was $73.00. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,High,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
My refund request has been pending for 10 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Low,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Low,Negative
My order #407696 was supposed to arrive on 7/1/2024 but it still hasn't shown up. The tracking hasn't updated in 9 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
I received a defective unit. The tablet has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Low,Negative
The product arrived completely broken. The keyboard was cracked and unusable right out of the box.,__label__1,Product Quality,High,Negative
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,High,Negative
I was charged a hidden fee of $188.63 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Medium,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 4 days.,__label__1,Customer Service,Low,Negative
My refund request has been pending for 21 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,High,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Delivery Issue,Low,Positive
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,High,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Low,Negative
An unauthorized charge of $72.95 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,High,Negative
The delivery was 4 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
I have emailed your support team 6 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Low,Negative
My monitor stopped working after just 13 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Medium,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 8 days.,__label__1,Customer Service,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Customer Service,Low,Positive
The shoes does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Delivery Issue,Low,Positive
The smartwatch does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
I have been waiting 15 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Medium,Negative
I have emailed your support team 5 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Medium,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,High,Negative
Wrong item was delivered to my address. I ordered phone case but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
I was charged a hidden fee of $72.88 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,High,Negative
I was charged twice for the same order. I can see two transactions of $122.83 on my credit card statement dated 13/11/2024.,__label__1,Payment Issue,Low,Negative
Order 345011 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
The refund amount I received is incorrect — I was refunded $83.74 but I paid $21.26. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
My card was charged $191.28 but the order total was $97.82. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
After 18 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Medium,Negative
I received a defective unit. The camera has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Customer Service,Low,Positive
Wrong item was delivered to my address. I ordered shoes but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,High,Negative
I returned my order 14 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
The refund amount I received is incorrect — I was refunded $155.23 but I paid $101.44. Please correct this immediately.,__label__1,Refund Issue,Medium,Negative
The product arrived completely broken. The charger was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Refund Issue,Low,Positive
My account shows a pending charge of $182.75 that has been there for 3 days. Please clarify this charge.,__label__1,Payment Issue,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Customer Service,Low,Positive
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Delivery Issue,Low,Positive
I ordered charger but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I have contacted your support team 2 times over the past 4 days and have not received a single useful response.,__label__1,Customer Service,Low,Negative
My shipment has been stuck at the distribution center for 18 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
I was promised a full refund within 5-7 business days but it has been 16 days and nothing has appeared in my account.,__label__1,Refund Issue,Low,Negative
The product quality issue was acknowledged and a replacement was sent the same day.,__label__2,Delivery Issue,Low,Positive
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,High,Negative
I was charged for a subscription I cancelled 8 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
My camera stopped working after just 17 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Medium,Negative
I received a defective unit. The laptop has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
Your live chat support disconnected in the middle of our conversation and I never received a follow-up.,__label__1,Customer Service,Medium,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Low,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,High,Negative
I ordered phone case but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Medium,Negative
My account shows a pending charge of $146.13 that has been there for 14 days. Please clarify this charge.,__label__1,Payment Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
I have emailed your support team 5 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Refund Issue,Low,Positive
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Medium,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Refund Issue,Low,Positive
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
The product arrived completely broken. The charger was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
My shipment has been stuck at the distribution center for 20 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
The product arrived completely broken. The desk lamp was cracked and unusable right out of the box.,__label__1,Product Quality,High,Negative
I wanted to follow up — your team resolved my delivery issue within 24 hours. Very impressed with the quick response.,__label__2,Delivery Issue,Low,Positive
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
My card was charged $85.97 but the order total was $88.44. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
My refund request has been pending for 7 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Low,Negative
My order #305803 was supposed to arrive on 13/5/2024 but it still hasn't shown up. The tracking hasn't updated in 15 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
I was charged twice for the same order. I can see two transactions of $48.82 on my credit card statement dated 11/8/2024.,__label__1,Payment Issue,Low,Negative
I ordered smartwatch but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
My monitor stopped working after just 13 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
I returned my order 21 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Low,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,High,Negative
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Product Quality,Low,Positive
I was charged for a subscription I cancelled 17 days ago. Please stop billing me and refund the unauthorized charges.,__label__1,Payment Issue,Medium,Negative
I paid for express shipping but my order arrived 18 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,High,Negative
My order #250456 was supposed to arrive on 4/11/2024 but it still hasn't shown up. The tracking hasn't updated in 10 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
After 9 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Low,Negative
My refund request has been pending for 15 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
I have contacted your support team 3 times over the past 4 days and have not received a single useful response.,__label__1,Customer Service,Medium,Negative
My order #950565 was supposed to arrive on 23/5/2024 but it still hasn't shown up. The tracking hasn't updated in 14 days. This is completely unacceptable.,__label__1,Delivery Issue,Low,Negative
My order #659484 was supposed to arrive on 8/5/2024 but it still hasn't shown up. The tracking hasn't updated in 4 days. This is completely unacceptable.,__label__1,Delivery Issue,Medium,Negative
I ordered phone case but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Payment Issue,Low,Positive
My order #434367 was supposed to arrive on 20/4/2024 but it still hasn't shown up. The tracking hasn't updated in 3 days. This is completely unacceptable.,__label__1,Delivery Issue,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Medium,Negative
I was charged a hidden fee of $18.85 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Low,Negative
I submitted a support ticket 14 days ago and have received no response. I need this issue resolved urgently.,__label__1,Customer Service,Medium,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 14 days.,__label__1,Customer Service,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Low,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Delivery Issue,Low,Positive
My complaint was escalated and resolved within hours. Impressed by the responsiveness.,__label__2,Product Quality,Low,Positive
My card was charged $137.50 but the order total was $76.39. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,High,Negative
My refund request has been pending for 7 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Low,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Customer Service,Low,Positive
The keyboard does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Low,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
My refund request has been pending for 17 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,High,Negative
I have been waiting 4 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Low,Negative
The product arrived completely broken. The smartwatch was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
I have contacted your support team 4 times over the past 6 days and have not received a single useful response.,__label__1,Customer Service,Low,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,High,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Medium,Negative
My shipment has been stuck at the distribution center for 10 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
The headphones does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
The product arrived completely broken. The desk lamp was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Medium,Negative
Wrong item was delivered to my address. I ordered headphones but received something completely different. Please send the correct item.,__label__1,Delivery Issue,Low,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
I was charged a hidden fee of $151.38 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,High,Negative
The issue with my payment was corrected the same day I reported it. Appreciate the fast action.,__label__2,Payment Issue,Low,Positive
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,High,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
The refund amount I received is incorrect — I was refunded $189.73 but I paid $125.46. Please correct this immediately.,__label__1,Refund Issue,Low,Negative
I was told my complaint was escalated to a supervisor but nobody has contacted me in 17 days.,__label__1,Customer Service,Medium,Negative
My account shows a pending charge of $189.29 that has been there for 12 days. Please clarify this charge.,__label__1,Payment Issue,Medium,Negative
The product arrived completely broken. The coffee maker was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
I paid for express shipping but my order arrived 5 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
The delivery was 14 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Product Quality,Low,Positive
The phone case does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Medium,Negative
The keyboard does not work as described. The features listed on the product page are simply not present.,__label__1,Product Quality,Low,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Refund Issue,Low,Positive
I paid for express shipping but my order arrived 16 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
My card was charged $122.82 but the order total was $66.37. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
The delivery was 19 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,High,Negative
I paid for express shipping but my order arrived 17 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Low,Negative
My refund was processed faster than expected. Thank you for the smooth resolution.,__label__2,Product Quality,Low,Positive
My card was charged $67.64 but the order total was $102.57. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,High,Negative
I ordered shoes but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Medium,Negative
I received a defective unit. The desk lamp has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Medium,Negative
I placed an order 18 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Medium,Negative
My payment failed at checkout but my card was still charged. I did not receive any order confirmation or product.,__label__1,Payment Issue,High,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,High,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
The refund appeared in my account within 2 business days. Excellent service.,__label__2,Delivery Issue,Low,Positive
I returned my order 11 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,High,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Payment Issue,Low,Positive
The courier left my package outside in the rain and it got completely damaged. This is terrible handling of deliveries.,__label__1,Delivery Issue,Medium,Negative
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
My shipment has been stuck at the distribution center for 13 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
My refund request has been pending for 21 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Medium,Negative
The product arrived completely broken. The headphones was cracked and unusable right out of the box.,__label__1,Product Quality,Low,Negative
Order 440133 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
"After raising my concern, a representative called me back promptly and resolved everything. Very satisfied.",__label__2,Refund Issue,Low,Positive
I was charged a hidden fee of $90.28 that was not displayed during checkout. This is deceptive pricing.,__label__1,Payment Issue,Low,Negative
An unauthorized charge of $41.88 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Medium,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Low,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Medium,Negative
The delivery was 5 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
My package was marked as delivered but I never received it. I checked with my neighbors and no one has it. I need this resolved immediately.,__label__1,Delivery Issue,Medium,Negative
The agent I spoke with was knowledgeable and fixed my account issue on the first call.,__label__2,Customer Service,Low,Positive
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
I received a defective unit. The coffee maker has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Low,Negative
My replacement arrived quickly and the product works perfectly. Happy with how this was handled.,__label__2,Delivery Issue,Low,Positive
The delivery was 21 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Low,Negative
I ordered headphones but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
I returned the product in original condition within the return window and my refund was denied. I want a full explanation.,__label__1,Refund Issue,Medium,Negative
Order 577564 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Medium,Negative
I have been waiting 3 days for my refund and keep getting told to wait another 3-5 business days. This is unacceptable.,__label__1,Refund Issue,Medium,Negative
The replacement product arrived in perfect condition. Great customer service experience overall.,__label__2,Product Quality,Low,Positive
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Low,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,High,Negative
The issue with my payment was corrected the same day I reported it. Appreciate the fast action.,__label__2,Payment Issue,Low,Positive
I placed an order 18 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Low,Negative
Your agent promised to call me back within 24 hours. It has been 10 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
"After raising my concern, a representative called me back promptly and resolved everything. Very satisfied.",__label__2,Payment Issue,Low,Positive
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Medium,Negative
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Delivery Issue,Low,Positive
"After contacting support, my order was re-shipped immediately with express delivery at no extra charge.",__label__2,Product Quality,Low,Positive
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Medium,Negative
The product arrived completely broken. The coffee maker was cracked and unusable right out of the box.,__label__1,Product Quality,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,Medium,Negative
Every time I contact support I get transferred to a different department and have to explain my issue from scratch. Very frustrating.,__label__1,Customer Service,High,Negative
